,id,budget,revenue,popularity,vote_count,video,poster_path,adult,backdrop_path,original_language,original_title,genre_ids,title,vote_average,overview,release_date
24,290859,185000000,261119292,173.685,2888,False,/vqzNJRH4YyquRiWxCCOH0aXggHI.jpg,False,/a6cDxdwaQIFjSkXf7uskg78ZyTq.jpg,en,Terminator: Dark Fate,"[28, 12, 878]",Terminator: Dark Fate,6.5,"Decades after Sarah Connor prevented Judgment Day, a lethal new Terminator is sent to eliminate the future leader of the resistance. In a fight to save mankind, battle-hardened Sarah Connor teams up with an unexpected ally and an enhanced super soldier to stop the deadliest Terminator yet.",2019-10-23
25,496243,11363000,257591776,95.182,9483,False,/7IiTTgloJzvGI1TAYymCfbfl3vT.jpg,False,/ApiBzeaa95TNYliSbQ8pJv4Fje7.jpg,ko,기생충,"[35, 18, 53]",Parasite,8.5,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",2019-05-30
26,458723,20000000,255105930,26.325,4416,False,/ux2dU1jQ2ACIMShzB3yP93Udpzc.jpg,False,/ADJ6V8W96It4KElY2SPZvkKPBR.jpg,en,Us,"[27, 9648, 53]",Us,7.0,"Husband and wife Gabe and Adelaide Wilson take their kids to their beach house expecting to unplug and unwind with friends. But as night descends, their serenity turns to tension and chaos when some shocking visitors arrive uninvited.",2019-03-14
27,479455,110000000,252608480,80.694,2920,False,/dPrUPFcgLfNbmDL8V69vcrTyEfb.jpg,False,/uK9uFbAwQ1s2JHKkJ5l0obPTcXI.jpg,en,Men in Black: International,"[35, 878]",Men in Black: International,6.0,"The Men in Black have always protected the Earth from the scum of the universe. In this new adventure, they tackle their biggest, most global threat to date: a mole in the Men in Black organization.",2019-06-12
28,320288,200000000,252442974,108.128,4000,False,/cCTJPelKGLhALq3r51A9uMonxKj.jpg,False,/phxiKFDvPeQj4AbkvJLmuZEieDU.jpg,en,Dark Phoenix,"[28, 12, 878]",Dark Phoenix,6.1,"The X-Men face their most formidable and powerful foe when one of their own, Jean Grey, starts to spiral out of control. During a rescue mission in outer space, Jean is nearly killed when she's hit by a mysterious cosmic force. Once she returns home, this force not only makes her infinitely more powerful, but far more unstable. The X-Men must now band together to save her soul and battle aliens that want to use Grey's new abilities to rule the galaxy.",2019-06-05
29,450465,20000000,246941965,69.958,5615,False,/svIDTNUoajS8dLEo7EosxvyAsgJ.jpg,False,/ngBFDOsx13sFXiMweDoL54XYknR.jpg,en,Glass,"[18, 878, 53]",Glass,6.6,"In a series of escalating encounters, former security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities. Meanwhile, the shadowy presence of Elijah Price emerges as an orchestrator who holds secrets critical to both men.",2019-01-16
30,521029,30000000,231252591,68.935,1994,False,/qWsHMrbg9DsBY3bCMk9jyYCRVRs.jpg,False,/jB98SrdXAYSbiprjIwc7WfVCuCV.jpg,en,Annabelle Comes Home,"[27, 9648, 53]",Annabelle Comes Home,6.4,"Determined to keep Annabelle from wreaking more havoc, demonologists Ed and Lorraine Warren bring the possessed doll to the locked artifacts room in their home, placing her “safely” behind sacred glass and enlisting a priest’s holy blessing. But an unholy night of horror awaits as Annabelle awakens the evil spirits in the room, who all set their sights on a new target—the Warrens' ten-year-old daughter, Judy, and her friends.",2019-06-26
31,359724,97600000,225508210,87.587,3535,False,/6ApDtO7xaWAfPqfi2IARXIzj8QS.jpg,False,/n3UanIvmnBlH531pykuzNs4LbH6.jpg,en,Ford v Ferrari,"[18, 36]",Ford v Ferrari,7.9,"American car designer Carroll Shelby and the British-born driver Ken Miles work together to battle corporate interference, the laws of physics, and their own personal demons to build a revolutionary race car for Ford Motor Company and take on the dominating race cars of Enzo Ferrari at the 24 Hours of Le Mans in France in 1966.",2019-11-13
32,329996,170000000,215832199,48.234,3174,False,/A7XkpLfNH0El2yyDLc4b0KLAKvE.jpg,False,/5tFt6iuGnKapHl5tw0X0cKcnuVo.jpg,en,Dumbo,"[12, 14, 10751]",Dumbo,6.7,"A young elephant, whose oversized ears enable him to fly, helps save a struggling circus, but when the circus plans a new venture, Dumbo and his friends discover dark secrets beneath its shiny veneer.",2019-03-27
33,481084,40000000,203044905,149.694,1172,False,/q1epO0eO8DWu8Vo8tPfvVlzW48T.jpg,False,/ur4NTeFGZmQ6Hz5uEkAMgPI3WRg.jpg,en,The Addams Family,"[16, 35, 14, 10751]",The Addams Family,6.6,"The Addams family's lives begin to unravel when they face-off against a treacherous, greedy crafty reality-TV host while also preparing for their extended family to arrive for a major celebration.",2019-10-10
34,535544,20000000,192094429,9.249,605,False,/pWt1iRuhNpeVDNP2QiUT2C5OiBt.jpg,False,/mFcfdnAYaQQhXhKcoITiDYtuO5b.jpg,en,Downton Abbey,"[18, 36]",Downton Abbey,7.1,"The beloved Crawleys and their intrepid staff prepare for the most important moment of their lives. A royal visit from the King and Queen of England will unleash scandal, romance and intrigue that will leave the future of Downton hanging in the balance.",2019-09-12
35,331482,40000000,191540586,64.02,2956,False,/yn5ihODtZ7ofn8pDYfxCmxh8AXI.jpg,False,/lqxxwTRk0l7CubY6JkJdhnwJEkn.jpg,en,Little Women,"[18, 10749]",Little Women,8.0,Four sisters come of age in America in the aftermath of the Civil War.,2019-12-25
36,280217,100000000,190514361,59.624,1266,False,/QTESAsBVZwjtGJNDP7utiGV37z.jpg,False,/8kPozGb4BDrcWBSsGPrkULG2tP9.jpg,en,The Lego Movie 2: The Second Part,"[28, 12, 16, 35, 10751]",The Lego Movie 2: The Second Part,6.7,"It's been five years since everything was awesome and the citizens are facing a huge new threat: LEGO DUPLO® invaders from outer space, wrecking everything faster than they can rebuild.",2019-01-26
37,568160,0,186965409,199.558,639,False,/qgrk7r1fV4IjuoeiGS5HOhXNdLJ.jpg,False,/ize3ZieqSy0TCWljmVoEiy8fSFS.jpg,ja,天気の子,"[16, 18, 14, 10749]",Weathering with You,8.1,"Tokyo is currently experiencing rain showers that seem to disrupt the usual pace of everyone living there to no end. Amidst this seemingly eternal downpour arrives the runaway high school student Hodaka Morishima, who struggles to financially support himself—ending up with a job at a small-time publisher. At the same time, the orphaned Hina Amano also strives to find work to sustain herself and her younger brother. Both fates intertwine when Hodaka attempts to rescue Hina from shady men, deciding to run away together. Subsequently, Hodaka discovers that Hina has a strange yet astounding power: the ability to call out the sun whenever she prays for it. With Tokyo's unusual weather in mind, Hodaka sees the potential of this ability. He suggests that Hina should become a ""sunshine girl""—someone who will clear the sky for people when they need it the most. Things begin looking up for them at first. However, it is common knowledge that power always comes with a hefty price...",2019-07-19
38,431580,75000000,179057149,85.001,1210,False,/20djTLqppfBx5WYA67Y300S6aPD.jpg,False,/tLCDKsXo6D84IVFanoElosSEKdp.jpg,en,Abominable,"[12, 16, 35, 10751]",Abominable,7.6,"A group of misfits encounter a young Yeti named Everest, and they set off to reunite the magical creature with his family on the mountain of his namesake.",2019-09-19
39,453405,138000000,173469516,150.91,3005,False,/uTALxjQU8e1lhmNjP9nnJ3t2pRU.jpg,False,/c3F4P2oauA7IQmy4hM0OmRt2W7d.jpg,en,Gemini Man,"[28, 18, 878, 53]",Gemini Man,6.4,"Henry Brogan is an elite 51-year-old assassin who's ready to call it quits after completing his 72nd job. His plans get turned upside down when he becomes the target of a mysterious operative who can seemingly predict his every move. To his horror, Brogan soon learns that the man who's trying to kill him is a younger, faster, cloned version of himself.",2019-10-02
40,431693,100000000,171616764,104.328,1686,False,/30YacPAcxpNemhhwX0PVUl9pVA3.jpg,False,/lwSOhnpwrzjtKi2RD3e5RAcGzvt.jpg,en,Spies in Disguise,"[28, 12, 16, 35]",Spies in Disguise,7.8,"Super spy Lance Sterling and scientist Walter Beckett are almost exact opposites. Lance is smooth, suave and debonair. Walter is… not. But what Walter lacks in social skills he makes up for in smarts and invention, creating the awesome gadgets Lance uses on his epic missions. But when events take an unexpected turn, Walter and Lance suddenly have to rely on each other in a whole new way.",2019-12-04
41,504608,40000000,167323950,22.674,2723,False,/f4FF18ia7yTvHf2izNrHqBmgH8U.jpg,False,/oAr5bgf49vxga9etWoQpAeRMvhp.jpg,en,Rocketman,"[18, 10402]",Rocketman,7.4,"The story of Elton John's life, from his years as a prodigy at the Royal Academy of Music through his influential and enduring musical partnership with Bernie Taupin.",2019-05-22
42,540901,20000000,157600000,25.764,1918,False,/zBhv8rsLOfpFW2M5b6wW78Uoojs.jpg,False,/mBBJ3N3an8FLkp0ZpGgIJwHKhBP.jpg,en,Hustlers,"[35, 80, 18]",Hustlers,6.4,A crew of savvy former strip club employees band together to turn the tables on their Wall Street clients.,2019-09-12
43,522681,9000000,155313078,23.387,2577,False,/8Ls1tZ6qjGzfGHjBB7ihOnf7f0b.jpg,False,/mWLljCmpqlcYQh7uh51BBMwCZwN.jpg,en,Escape Room,"[28, 12, 27, 9648, 53]",Escape Room,6.4,"Six strangers find themselves in circumstances beyond their control, and must use their wits to survive.",2019-01-03
44,412117,80000000,155152550,139.238,1819,False,/nYcaCNkB4EgVyvrXxxbklefDrGL.jpg,False,/UxGdlGzCx5R5FdY8BDM0FQkyKi.jpg,en,The Secret Life of Pets 2,"[12, 16, 35, 10751]",The Secret Life of Pets 2,7.0,"Max the terrier must cope with some major life changes when his owner gets married and has a baby. When the family takes a trip to the countryside, nervous Max has numerous run-ins with canine-intolerant cows, hostile foxes and a scary turkey. Luckily for Max, he soon catches a break when he meets Rooster, a gruff farm dog who tries to cure the lovable pooch of his neuroses.",2019-05-24
45,423204,40000000,146661977,90.221,2015,False,/fapXd3v9qTcNBTm39ZC4KUVQDNf.jpg,False,/k2WyDw2NTUIWnuEs5gT7wgrCQg6.jpg,en,Angel Has Fallen,"[28, 53]",Angel Has Fallen,6.4,"After a treacherous attack, Secret Service agent Mike Banning is charged with attempting to assassinate President Trumbull. Chased by his own colleagues and the FBI, Banning begins a race against the clock to clear his name.",2019-08-21
46,419704,87500000,132807427,53.086,4272,False,/xBHvZcjRiWyobQ9kxBhO6B2dtRI.jpg,False,/cs6z1byqL0ffw1948FJI2Jr1HVT.jpg,en,Ad Astra,"[18, 878]",Ad Astra,6.1,"The near future, a time when both hope and hardships drive humanity to look to the stars and beyond. While a mysterious phenomenon menaces to destroy life on planet Earth, astronaut Roy McBride undertakes a mission across the immensity of space and its many perils to uncover the truth about a lost expedition that decades before boldly faced emptiness and silence in search of the unknown.",2019-09-17
47,454640,65000000,131359052,141.464,870,False,/ebe8hJRCwdflNQbUjRrfmqtUiNi.jpg,False,/k7sE3loFwuU2mqf7FbZBeE3rjBa.jpg,en,The Angry Birds Movie 2,"[12, 16, 35, 10751]",The Angry Birds Movie 2,7.1,"Red, Chuck, Bomb and the rest of their feathered friends are surprised when a green pig suggests that they put aside their differences and unite to fight a common threat. Aggressive birds from an island covered in ice are planning to use an elaborate weapon to destroy the fowl and swine.",2019-08-02
48,522162,100000000,125641396,37.948,1250,False,/hj8pyoNnynGeJTAbl7jcLZO8Uhx.jpg,False,/xjP88DFPCQ81mbZHXFscyYtGskT.jpg,en,Midway,"[28, 18, 36, 10752]",Midway,7.1,"The story of the Battle of Midway, and the leaders and soldiers who used their instincts, fortitude and bravery to overcome massive odds.",2019-11-06
49,567646,8120000,124652206,9.679,74,False,/x74VQTLwFs2MLHSg2LNufhX8lVg.jpg,False,/hn7oqr6RVqr3u6dcGoPRPi4jj1m.jpg,ko,극한직업,"[28, 35, 80]",Extreme Job,7.1,"A drug squad attempts to take down a criminal organization and they must go undercover to do so, so they begin working at a chicken restaurant, that becomes famous for its delicious chicken. Due to the unexpected popularity, the detectives find themselves in a situation they never expected.",2019-01-23
50,338967,42000000,122801777,134.273,2988,False,/dtRbVsUb5O12WWO54SRpiMtHKC0.jpg,False,/3ghImmHdp4RnC3UkL6hpLayclnb.jpg,en,Zombieland: Double Tap,"[28, 35, 27]",Zombieland: Double Tap,7.0,"Columbus, Tallahassee, Wichita, and Little Rock move to the American heartland as they face off against evolved zombies, fellow survivors, and the growing pains of the snarky makeshift family.",2019-10-09
51,480414,9000000,122033739,41.504,1391,False,/jhZlXSnFUpNiLAek9EkPrtLEWQI.jpg,False,/drpgGlcOarywXgwhb4Dap9QtSlg.jpg,en,The Curse of La Llorona,"[27, 9648, 53]",The Curse of La Llorona,5.7,A social worker dealing with the disappearance of two children fears for her own family after beginning the investigation.,2019-04-17
52,549053,30000000,121550750,40.855,1136,False,/kDEjffiKgjuGo2DRzsqfjvW0CQh.jpg,False,/oqjT71WAbCcZsGENHFNDa1guOAR.jpg,en,Last Christmas,"[35, 18, 10749]",Last Christmas,7.3,"Kate is a young woman who has a habit of making bad decisions, and her last date with disaster occurs after she accepts work as Santa's elf for a department store. However, after she meets Tom there, her life takes a new turn.",2019-11-07
53,400157,100000000,119559110,33.282,412,False,/8KomINZhIuJeB4oB7k7tkq8tmE.jpg,False,/nJyAdKPnW15IAvC6sLBTE0lp6Dv.jpg,en,Wonder Park,"[12, 16, 35, 14, 10751]",Wonder Park,6.5,"A young girl named June with a big imagination makes an incredible discovery -- the amusement park of her dreams has come to life. Filled with the world's wildest rides operated by fun-loving animals, the excitement never ends. But when trouble hits, June and her misfit team of furry friends begin an unforgettable journey to save the park.",2019-03-14
54,499701,49000000,116826172,102.862,1055,False,/xvYCZ740XvngXK0FNeSNVTJJJ5v.jpg,False,/61sbyO47yIpsMFyLhY1MWcqjg1Q.jpg,en,Dora and the Lost City of Gold,"[12, 35, 10751]",Dora and the Lost City of Gold,6.8,"Dora, a girl who has spent most of her life exploring the jungle with her parents, now must navigate her most dangerous adventure yet: high school. Always the explorer, Dora quickly finds herself leading Boots (her best friend, a monkey), Diego, and a rag tag group of teens on an adventure to save her parents and solve the impossible mystery behind a lost Inca civilization.",2019-08-08
55,746359,0,115570314,2.33,0,False,/vwQ1vbuEauIAhAmufjD61MerYN9.jpg,False,/uQXbP48Gy9HNoXo7kFLyZnvQoCh.jpg,ja,Meitantei Conan: Konjo no fisuto,[],Meitantei Conan: Konjo no fisuto,0.0,,2019-04-12
56,566555,0,115570314,4.491,68,False,/jUfCBwhSTE02jTN9REJbHm2lRL8.jpg,False,/wf6VDSi4aFCZfuD8sX8JAKLfJ5m.jpg,ja,名探偵コナン 紺青の拳（フィスト）,"[16, 28, 18, 9648, 35]",Detective Conan: The Fist of Blue Sapphire,5.6,"The world's greatest blue sapphire, the ""blue lapis fist"", said to have sunk in a pirate ship in the late 19th century, on the coasts of Singapore. A local millionaire plots to retrieve it, and when it's exhibited in an exhibition at the Singaporean Marina Sands hotel, a murder takes place.",2019-04-12
57,157433,21000000,112399944,24.052,2173,False,/7SPhr7Qj39vbnfF9O2qHRYaKHAL.jpg,False,/dpJq6trUDOutSPSLrFdROPmzaVn.jpg,en,Pet Sematary,"[27, 53]",Pet Sematary,5.8,"Dr. Louis Creed and his wife, Rachel, move from Boston to Ludlow, in rural Maine, with their two young children. Hidden in the woods near the new family home, Ellie, their eldest daughter, discovers a mysterious cemetery where the pets of community members are buried.",2019-04-04
58,440472,37500000,111353135,33.621,674,False,/hPZ2caow1PCND6qnerfgn6RTXdm.jpg,False,/mdGUvN7yCyExPNO5f4zAzifk1l1.jpg,en,The Upside,"[35, 18]",The Upside,7.1,"Phillip is a wealthy quadriplegic who needs a caretaker to help him with his day-to-day routine in his New York penthouse. He decides to hire Dell, a struggling parolee who's trying to reconnect with his ex and his young son. Despite coming from two different worlds, an unlikely friendship starts to blossom.",2019-01-10
59,417384,25000000,95438172,25.833,1542,False,/n7GvmHR10Rr4L17pX5fiErjarNf.jpg,False,/snll1zUi2oxIah9qifXOvbfjcrG.jpg,en,Scary Stories to Tell in the Dark,"[27, 53]",Scary Stories to Tell in the Dark,6.4,"Mill Valley, Pennsylvania, Halloween night, 1968. After playing a joke on a school bully, Sarah and her friends decide to sneak into a supposedly haunted house that once belonged to the powerful Bellows family, unleashing dark forces that they will be unable to control.",2019-08-08
60,522938,50000000,91490353,119.731,2210,False,/kTQ3J8oTTKofAVLYnds2cHUz9KO.jpg,False,/spYx9XQFODuqEVoPpvaJI1ksAVt.jpg,en,Rambo: Last Blood,"[28, 18, 53]",Rambo: Last Blood,6.4,"After fighting his demons for decades, John Rambo now lives in peace on his family ranch in Arizona, but his rest is interrupted when Gabriela, the granddaughter of his housekeeper María, disappears after crossing the border into Mexico to meet her biological father. Rambo, who has become a true father figure for Gabriela over the years, undertakes a desperate and dangerous journey to find her.",2019-09-19
